date,year,month,sudden-onset environmental disaster,environmental cooperation,environmental government initiatives,environmental security,environmental -999,environmental arrest,human-induced disaster,displacement,-999,environmental legal action,environmental opinion,slow-onset environmental disaster,environmental corruption,environmental crime,environmental legal change,environmental activism,environmental corporate initiatives,lethal environmental violence,environmental protests,nonlethal environmental violence,total_articles,total_from_source,total_label_events,total_local_docs,sudden-onset environmental disaster_norm,environmental cooperation_norm,environmental government initiatives_norm,environmental security_norm,environmental -999_norm,environmental arrest_norm,human-induced disaster_norm,displacement_norm,-999_norm,environmental legal action_norm,environmental opinion_norm,slow-onset environmental disaster_norm,environmental corruption_norm,environmental crime_norm,environmental legal change_norm,environmental activism_norm,environmental corporate initiatives_norm,lethal environmental violence_norm,environmental protests_norm,nonlethal environmental violence_norm
2017-02-01,2017,2,18,5,10,3,22,0,19,0,25,1,17,4,1,2,3,1,3,0,1,0,120,120,135,2876,0.006258692628650900,0.0017385257301808100,0.0034770514603616100,0.001043115438108480,0.0076495132127955500,0.0,0.006606397774687070,0.0,0.008692628650904030,0.0003477051460361610,0.005910987482614740,0.0013908205841446500,0.0003477051460361610,0.0006954102920723230,0.001043115438108480,0.0003477051460361610,0.001043115438108480,0.0,0.0003477051460361610,0.0
2017-03-01,2017,3,12,2,7,0,27,0,9,0,16,1,27,6,1,2,3,1,3,0,0,0,107,107,117,3134,0.0038289725590299900,0.0006381620931716660,0.0022335673261008300,0.0,0.008615188257817490,0.0,0.002871729419272500,0.0,0.005105296745373330,0.0003190810465858330,0.008615188257817490,0.0019144862795150000,0.0003190810465858330,0.0006381620931716660,0.0009572431397574980,0.0003190810465858330,0.0009572431397574980,0.0,0.0,0.0
2017-04-01,2017,4,7,8,7,0,32,0,6,0,15,0,19,7,1,0,2,2,3,0,0,0,91,91,109,2934,0.0023858214042263100,0.0027266530334015000,0.0023858214042263100,0.0,0.010906612133606000,0.0,0.002044989775051130,0.0,0.005112474437627810,0.0,0.006475800954328560,0.0023858214042263100,0.00034083162917518700,0.0,0.0006816632583503750,0.0006816632583503750,0.0010224948875255600,0.0,0.0,0.0
2017-05-01,2017,5,4,0,9,0,43,0,7,0,7,1,13,4,0,1,1,2,0,0,0,0,82,82,92,2989,0.0013382402141184300,0.0,0.003011040481766480,0.0,0.014386082301773200,0.0,0.00234192037470726,0.0,0.00234192037470726,0.00033456005352960900,0.004349280695884910,0.0013382402141184300,0.0,0.00033456005352960900,0.00033456005352960900,0.0006691201070592170,0.0,0.0,0.0,0.0
2017-06-01,2017,6,4,2,13,0,25,0,6,1,6,1,11,7,0,0,0,3,2,1,0,1,72,72,83,3067,0.0013042060645582000,0.0006521030322791000,0.004238669709814150,0.0,0.008151287903488750,0.0,0.0019563090968373,0.00032605151613955000,0.0019563090968373,0.00032605151613955000,0.0035865666775350500,0.0022823606129768500,0.0,0.0,0.0,0.00097815454841865,0.0006521030322791000,0.00032605151613955000,0.0,0.00032605151613955000
2017-07-01,2017,7,11,4,9,1,23,0,12,0,10,3,17,13,0,0,1,0,6,1,0,0,95,95,111,3055,0.003600654664484450,0.001309328968903440,0.0029459901800327300,0.0003273322422258590,0.0075286415711947600,0.0,0.003927986906710310,0.0,0.0032733224222585900,0.0009819967266775780,0.005564648117839610,0.00425531914893617,0.0,0.0,0.0003273322422258590,0.0,0.0019639934533551600,0.0003273322422258590,0.0,0.0
2017-08-01,2017,8,4,1,8,0,18,0,5,0,15,0,8,3,0,0,0,2,4,0,1,0,58,58,69,2701,0.001480932987782300,0.00037023324694557600,0.002961865975564610,0.0,0.006664198445020360,0.0,0.0018511662347278800,0.0,0.0055534987041836400,0.0,0.002961865975564610,0.0011106997408367300,0.0,0.0,0.0,0.0007404664938911520,0.001480932987782300,0.0,0.00037023324694557600,0.0
2017-09-01,2017,9,6,8,16,3,41,0,6,0,14,0,15,5,3,0,2,2,1,0,0,1,104,104,123,2680,0.002238805970149250,0.0029850746268656700,0.005970149253731340,0.001119402985074630,0.015298507462686600,0.0,0.002238805970149250,0.0,0.0052238805970149300,0.0,0.005597014925373130,0.0018656716417910400,0.001119402985074630,0.0,0.0007462686567164180,0.0007462686567164180,0.00037313432835820900,0.0,0.0,0.00037313432835820900
2017-10-01,2017,10,7,4,10,0,32,0,13,0,12,0,16,12,0,1,0,1,2,0,1,0,100,100,111,3095,0.002261712439418420,0.0012924071082391000,0.0032310177705977400,0.0,0.010339256865912800,0.0,0.00420032310177706,0.0,0.0038772213247172900,0.0,0.005169628432956380,0.0038772213247172900,0.0,0.00032310177705977400,0.0,0.00032310177705977400,0.0006462035541195480,0.0,0.00032310177705977400,0.0
2017-11-01,2017,11,8,1,12,0,23,0,3,0,21,0,16,10,0,0,1,1,2,1,0,0,90,90,99,2968,0.0026954177897574100,0.00033692722371967700,0.004043126684636120,0.0,0.00774932614555256,0.0,0.0010107816711590300,0.0,0.007075471698113210,0.0,0.005390835579514830,0.0033692722371967700,0.0,0.0,0.00033692722371967700,0.00033692722371967700,0.0006738544474393530,0.00033692722371967700,0.0,0.0
2017-12-01,2017,12,14,2,8,1,22,0,2,2,13,0,9,3,1,1,1,3,1,0,5,0,79,79,88,2732,0.005124450951683750,0.0007320644216691070,0.0029282576866764300,0.00036603221083455300,0.008052708638360180,0.0,0.0007320644216691070,0.0007320644216691070,0.004758418740849200,0.0,0.003294289897510980,0.0010980966325036600,0.00036603221083455300,0.00036603221083455300,0.00036603221083455300,0.0010980966325036600,0.00036603221083455300,0.0,0.0018301610541727700,0.0
2018-01-01,2018,1,10,3,9,0,22,0,9,0,11,0,8,5,1,0,1,3,0,0,0,1,77,77,83,2693,0.003713330857779430,0.0011139992573338300,0.0033419977720014900,0.0,0.008169327887114740,0.0,0.0033419977720014900,0.0,0.004084663943557370,0.0,0.0029706646862235400,0.001856665428889710,0.0003713330857779430,0.0,0.0003713330857779430,0.0011139992573338300,0.0,0.0,0.0,0.0003713330857779430
2018-02-01,2018,2,12,2,6,0,13,0,6,0,8,0,4,6,0,2,1,2,0,0,0,0,57,57,62,2382,0.005037783375314860,0.0008396305625524770,0.0025188916876574300,0.0,0.0054575986565911,0.0,0.0025188916876574300,0.0,0.0033585222502099100,0.0,0.0016792611251049500,0.0025188916876574300,0.0,0.0008396305625524770,0.00041981528127623800,0.0008396305625524770,0.0,0.0,0.0,0.0
2018-03-01,2018,3,11,2,9,0,17,0,5,0,10,0,11,4,0,1,1,0,3,0,2,0,65,65,76,2360,0.004661016949152540,0.000847457627118644,0.0038135593220339000,0.0,0.007203389830508480,0.0,0.00211864406779661,0.0,0.00423728813559322,0.0,0.004661016949152540,0.001694915254237290,0.0,0.000423728813559322,0.000423728813559322,0.0,0.001271186440677970,0.0,0.000847457627118644,0.0
2018-04-01,2018,4,5,1,3,1,23,0,8,0,6,0,11,7,0,0,1,1,0,0,1,1,63,63,69,2367,0.0021123785382340500,0.0004224757076468100,0.0012674271229404300,0.0004224757076468100,0.009716941275876640,0.0,0.0033798056611744800,0.0,0.0025348542458808600,0.0,0.004647232784114910,0.002957329953527670,0.0,0.0,0.0004224757076468100,0.0004224757076468100,0.0,0.0,0.0004224757076468100,0.0004224757076468100
2018-05-01,2018,5,2,0,3,0,18,0,6,0,9,0,5,2,0,0,0,0,0,0,0,0,40,40,45,2622,0.0007627765064836000,0.0,0.0011441647597254000,0.0,0.006864988558352400,0.0,0.002288329519450800,0.0,0.003432494279176200,0.0,0.0019069412662090000,0.0007627765064836000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-01,2018,6,2,2,7,0,16,0,6,1,8,1,8,3,2,0,3,2,0,0,0,0,55,55,61,2650,0.0007547169811320750,0.0007547169811320750,0.0026415094339622600,0.0,0.0060377358490566000,0.0,0.0022641509433962300,0.0003773584905660380,0.0030188679245283000,0.0003773584905660380,0.0030188679245283000,0.0011320754716981100,0.0007547169811320750,0.0,0.0011320754716981100,0.0007547169811320750,0.0,0.0,0.0,0.0
2018-07-01,2018,7,8,1,8,0,20,0,5,0,20,1,10,2,0,0,1,0,3,1,0,0,71,71,80,2731,0.0029293299157817600,0.0003661662394727210,0.0029293299157817600,0.0,0.007323324789454410,0.0,0.001830831197363600,0.0,0.007323324789454410,0.0003661662394727210,0.003661662394727210,0.0007323324789454410,0.0,0.0,0.0003661662394727210,0.0,0.0010984987184181600,0.0003661662394727210,0.0,0.0
2018-08-01,2018,8,5,2,3,0,10,0,5,0,9,1,6,4,0,0,1,2,2,0,0,0,47,47,50,2383,0.00209819555182543,0.000839278220730172,0.001258917331095260,0.0,0.00419639110365086,0.0,0.00209819555182543,0.0,0.0037767519932857700,0.000419639110365086,0.002517834662190520,0.001678556441460340,0.0,0.0,0.000419639110365086,0.000839278220730172,0.000839278220730172,0.0,0.0,0.0
2018-09-01,2018,9,8,2,7,1,21,0,14,0,11,0,12,0,0,3,1,0,3,0,1,0,73,73,84,2597,0.0030804774740084700,0.0007701193685021180,0.0026954177897574100,0.0003850596842510590,0.008086253369272240,0.0,0.005390835579514830,0.0,0.004235656526761650,0.0,0.004620716211012710,0.0,0.0,0.0011551790527531800,0.0003850596842510590,0.0,0.0011551790527531800,0.0,0.0003850596842510590,0.0
2018-10-01,2018,10,17,2,5,0,20,0,3,0,10,0,6,5,0,0,0,1,2,0,0,0,64,64,71,2822,0.006024096385542170,0.0007087172218284910,0.001771793054571230,0.0,0.007087172218284900,0.0,0.0010630758327427400,0.0,0.003543586109142450,0.0,0.002126151665485470,0.001771793054571230,0.0,0.0,0.0,0.00035435861091424500,0.0007087172218284910,0.0,0.0,0.0
2018-11-01,2018,11,6,1,6,0,21,0,4,0,8,2,9,5,0,0,0,1,1,0,1,0,61,61,65,2546,0.002356637863315000,0.00039277297721916700,0.002356637863315000,0.0,0.008248232521602510,0.0,0.0015710919088766700,0.0,0.003142183817753340,0.0007855459544383350,0.003534956794972510,0.0019638648860958400,0.0,0.0,0.0,0.00039277297721916700,0.00039277297721916700,0.0,0.00039277297721916700,0.0
2018-12-01,2018,12,1,2,1,0,15,0,6,0,11,1,13,4,0,0,0,2,0,0,0,0,48,48,56,2918,0.0003427004797806720,0.0006854009595613430,0.0003427004797806720,0.0,0.005140507196710080,0.0,0.00205620287868403,0.0,0.0037697052775873900,0.0003427004797806720,0.004455106237148730,0.0013708019191226900,0.0,0.0,0.0,0.0006854009595613430,0.0,0.0,0.0,0.0
2019-01-01,2019,1,7,1,7,0,20,0,6,0,16,0,14,3,0,0,2,2,1,0,0,0,72,72,79,2960,0.002364864864864870,0.00033783783783783800,0.002364864864864870,0.0,0.006756756756756760,0.0,0.002027027027027030,0.0,0.005405405405405410,0.0,0.00472972972972973,0.0010135135135135100,0.0,0.0,0.0006756756756756760,0.0006756756756756760,0.00033783783783783800,0.0,0.0,0.0
2019-02-01,2019,2,7,0,10,0,20,0,6,0,4,0,8,5,0,0,1,2,1,0,0,0,58,58,64,2702,0.0025906735751295300,0.0,0.003700962250185050,0.0,0.007401924500370100,0.0,0.0022205773501110300,0.0,0.0014803849000740200,0.0,0.0029607698001480400,0.001850481125092520,0.0,0.0,0.0003700962250185050,0.0007401924500370100,0.0003700962250185050,0.0,0.0,0.0
2019-03-01,2019,3,14,3,5,0,19,0,7,0,8,0,10,3,0,2,0,0,2,0,2,1,69,69,76,2919,0.004796163069544360,0.0010277492291880800,0.0017129153819801300,0.0,0.006509078451524500,0.0,0.002398081534772180,0.0,0.0027406646111682100,0.0,0.0034258307639602600,0.0010277492291880800,0.0,0.0006851661527920520,0.0,0.0,0.0006851661527920520,0.0,0.0006851661527920520,0.00034258307639602600
2019-04-01,2019,4,2,4,6,0,27,0,9,0,14,1,12,3,0,1,0,0,0,0,0,0,68,68,79,2669,0.0007493443237167480,0.0014986886474335000,0.0022480329711502400,0.0,0.010116148370176100,0.0,0.0033720494567253700,0.0,0.005245410266017240,0.0003746721618583740,0.004496065942300490,0.0011240164855751200,0.0,0.0003746721618583740,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-01,2019,5,3,2,5,0,9,0,7,0,7,1,7,9,0,0,2,0,1,0,1,1,50,50,55,2817,0.0010649627263045800,0.0007099751508697200,0.001774937877174300,0.0,0.003194888178913740,0.0,0.0024849130280440200,0.0,0.0024849130280440200,0.0003549875754348600,0.0024849130280440200,0.003194888178913740,0.0,0.0,0.0007099751508697200,0.0,0.0003549875754348600,0.0,0.0003549875754348600,0.0003549875754348600
2019-06-01,2019,6,1,0,5,0,11,0,8,0,11,0,9,7,1,4,2,2,0,0,0,0,54,54,61,2500,0.0004,0.0,0.002,0.0,0.0044,0.0,0.0032,0.0,0.0044,0.0,0.0036,0.0028,0.0004,0.0016,0.0008,0.0008,0.0,0.0,0.0,0.0
2019-07-01,2019,7,10,1,11,0,12,0,10,1,10,1,11,9,0,0,0,1,2,0,0,0,66,66,79,2976,0.003360215053763440,0.0003360215053763440,0.003696236559139790,0.0,0.004032258064516130,0.0,0.003360215053763440,0.0003360215053763440,0.003360215053763440,0.0003360215053763440,0.003696236559139790,0.0030241935483871000,0.0,0.0,0.0,0.0003360215053763440,0.0006720430107526880,0.0,0.0,0.0
2019-08-01,2019,8,17,3,5,0,13,0,10,0,19,0,11,8,0,3,0,0,1,0,1,0,85,85,91,2417,0.00703351261894911,0.0012412081092263100,0.002068680182043860,0.0,0.005378568473314030,0.0,0.004137360364087710,0.0,0.007860984691766650,0.0,0.004551096400496480,0.0033098882912701700,0.0,0.0012412081092263100,0.0,0.0,0.0004137360364087710,0.0,0.0004137360364087710,0.0
2019-09-01,2019,9,7,0,3,0,20,0,16,0,24,0,11,3,2,1,1,5,6,0,3,0,93,93,102,2832,0.0024717514124293800,0.0,0.001059322033898310,0.0,0.007062146892655370,0.0,0.005649717514124290,0.0,0.00847457627118644,0.0,0.003884180790960450,0.001059322033898310,0.0007062146892655370,0.00035310734463276800,0.00035310734463276800,0.0017655367231638400,0.00211864406779661,0.0,0.001059322033898310,0.0
2019-10-01,2019,10,6,2,5,0,17,0,5,0,12,1,9,5,0,2,0,1,1,0,1,0,64,64,67,2895,0.002072538860103630,0.000690846286701209,0.0017271157167530200,0.0,0.0058721934369602800,0.0,0.0017271157167530200,0.0,0.004145077720207250,0.0003454231433506050,0.0031088082901554400,0.0017271157167530200,0.0,0.000690846286701209,0.0,0.0003454231433506050,0.0003454231433506050,0.0,0.0003454231433506050,0.0
2019-11-01,2019,11,10,3,4,1,18,0,1,0,13,1,12,7,0,1,2,1,1,0,0,0,66,66,75,2522,0.003965107057890560,0.0011895321173671700,0.0015860428231562300,0.0003965107057890560,0.007137192704203010,0.0,0.0003965107057890560,0.0,0.005154639175257730,0.0003965107057890560,0.004758128469468680,0.0027755749405233900,0.0,0.0003965107057890560,0.0007930214115781130,0.0003965107057890560,0.0003965107057890560,0.0,0.0,0.0
2019-12-01,2019,12,9,1,4,0,27,0,4,2,13,2,11,2,0,1,2,1,2,0,0,0,72,72,81,2798,0.0032165832737669800,0.00035739814152966400,0.0014295925661186600,0.0,0.00964974982130093,0.0,0.0014295925661186600,0.0007147962830593280,0.004646175839885630,0.0007147962830593280,0.003931379556826300,0.0007147962830593280,0.0,0.00035739814152966400,0.0007147962830593280,0.00035739814152966400,0.0007147962830593280,0.0,0.0,0.0
2020-01-01,2020,1,8,4,12,0,14,0,5,0,20,1,8,5,0,3,1,0,2,0,0,0,71,71,83,2782,0.002875629043853340,0.0014378145219266700,0.004313443565780010,0.0,0.0050323508267433500,0.0,0.0017972681524083400,0.0,0.007189072609633360,0.0003594536304816680,0.002875629043853340,0.0017972681524083400,0.0,0.0010783608914450000,0.0003594536304816680,0.0,0.0007189072609633360,0.0,0.0,0.0
2020-02-01,2020,2,7,1,4,0,14,0,4,1,14,0,8,8,0,0,2,1,0,0,0,0,59,59,64,2765,0.002531645569620250,0.0003616636528028930,0.0014466546112115700,0.0,0.005063291139240510,0.0,0.0014466546112115700,0.0003616636528028930,0.005063291139240510,0.0,0.0028933092224231500,0.0028933092224231500,0.0,0.0,0.0007233273056057870,0.0003616636528028930,0.0,0.0,0.0,0.0
2020-03-01,2020,3,8,0,5,1,13,0,2,0,12,1,7,3,0,1,2,1,1,0,1,0,52,52,58,4022,0.001989060169070110,0.0,0.0012431626056688200,0.0002486325211337640,0.0032322227747389400,0.0,0.0004972650422675290,0.0,0.0029835902536051700,0.0002486325211337640,0.00174042764793635,0.0007458975634012930,0.0,0.0002486325211337640,0.0004972650422675290,0.0002486325211337640,0.0002486325211337640,0.0,0.0002486325211337640,0.0
2020-04-01,2020,4,4,1,3,0,12,0,3,0,11,1,5,1,0,0,2,0,0,0,0,0,36,36,43,3941,0.0010149708195889400,0.0002537427048972340,0.0007612281146917030,0.0,0.0030449124587668100,0.0,0.0007612281146917030,0.0,0.002791169753869580,0.0002537427048972340,0.001268713524486170,0.0002537427048972340,0.0,0.0,0.0005074854097944680,0.0,0.0,0.0,0.0,0.0
2020-05-01,2020,5,9,3,10,0,12,0,3,0,13,1,3,4,1,0,4,0,0,0,0,0,57,57,63,3284,0.0027405602923264300,0.0009135200974421440,0.0030450669914738100,0.0,0.0036540803897685700,0.0,0.0009135200974421440,0.0,0.003958587088915960,0.0003045066991473810,0.0009135200974421440,0.001218026796589530,0.0003045066991473810,0.0,0.001218026796589530,0.0,0.0,0.0,0.0,0.0
2020-06-01,2020,6,6,4,5,0,23,0,5,0,10,0,15,3,0,0,3,1,1,0,0,1,69,69,77,3341,0.0017958695001496600,0.001197246333433100,0.00149655791679138,0.0,0.006884166417240350,0.0,0.00149655791679138,0.0,0.00299311583358276,0.0,0.004489673750374140,0.0008979347500748280,0.0,0.0,0.0008979347500748280,0.000299311583358276,0.000299311583358276,0.0,0.0,0.000299311583358276
2020-07-01,2020,7,5,0,3,0,18,0,9,0,22,0,9,4,2,0,4,0,4,0,1,0,69,69,81,3347,0.0014938751120406300,0.0,0.00089632506722438,0.0,0.00537795040334628,0.0,0.00268897520167314,0.0,0.006573050492978790,0.0,0.00268897520167314,0.0011951000896325100,0.0005975500448162530,0.0,0.0011951000896325100,0.0,0.0011951000896325100,0.0,0.00029877502240812700,0.0
2020-08-01,2020,8,10,0,3,0,4,0,12,0,2,0,3,2,0,0,0,0,0,0,0,0,35,35,36,2641,0.003786444528587660,0.0,0.001135933358576300,0.0,0.0015145778114350600,0.0,0.004543733434305190,0.0,0.0007572889057175310,0.0,0.001135933358576300,0.0007572889057175310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01,2020,9,7,1,4,0,5,0,5,0,10,0,5,5,0,1,1,0,0,0,0,0,42,42,44,2901,0.002412961047914510,0.0003447087211306450,0.0013788348845225800,0.0,0.001723543605653220,0.0,0.001723543605653220,0.0,0.003447087211306450,0.0,0.001723543605653220,0.001723543605653220,0.0,0.0003447087211306450,0.0003447087211306450,0.0,0.0,0.0,0.0,0.0
2020-10-01,2020,10,3,0,3,0,17,0,3,0,8,0,8,3,0,0,0,1,1,0,0,0,46,46,47,2726,0.0011005135730007300,0.0,0.0011005135730007300,0.0,0.0062362435803374900,0.0,0.0011005135730007300,0.0,0.00293470286133529,0.0,0.00293470286133529,0.0011005135730007300,0.0,0.0,0.0,0.00036683785766691100,0.00036683785766691100,0.0,0.0,0.0
2020-11-01,2020,11,15,2,2,0,17,0,6,0,16,0,14,6,0,1,2,1,3,0,0,1,76,76,86,2782,0.005391804457225020,0.0007189072609633360,0.0007189072609633360,0.0,0.006110711718188350,0.0,0.002156721782890010,0.0,0.005751258087706690,0.0,0.0050323508267433500,0.002156721782890010,0.0,0.0003594536304816680,0.0007189072609633360,0.0003594536304816680,0.0010783608914450000,0.0,0.0,0.0003594536304816680
2020-12-01,2020,12,3,4,4,0,19,0,6,0,11,1,11,4,0,0,0,0,2,0,0,0,55,55,65,3101,0.0009674298613350530,0.0012899064817800700,0.0012899064817800700,0.0,0.006127055788455340,0.0,0.0019348597226701100,0.0,0.003547242824895200,0.0003224766204450180,0.003547242824895200,0.0012899064817800700,0.0,0.0,0.0,0.0,0.0006449532408900350,0.0,0.0,0.0
2021-01-01,2021,1,22,0,7,0,17,0,7,1,16,0,4,3,1,2,5,1,1,0,0,0,78,78,87,3257,0.006754682222904510,0.0,0.0021492170709241600,0.0,0.0052195271722444000,0.0,0.0021492170709241600,0.00030703101013202300,0.004912496162112370,0.0,0.0012281240405280900,0.00092109303039607,0.00030703101013202300,0.0006140620202640470,0.0015351550506601200,0.00030703101013202300,0.00030703101013202300,0.0,0.0,0.0
2021-02-01,2021,2,16,8,13,0,17,0,15,0,14,2,10,0,2,0,3,4,2,0,0,0,92,92,106,2932,0.005457025920873120,0.002728512960436560,0.004433833560709410,0.0,0.005798090040927690,0.0,0.005115961800818550,0.0,0.0047748976807639800,0.0006821282401091410,0.0034106412005457000,0.0,0.0006821282401091410,0.0,0.0010231923601637100,0.001364256480218280,0.0006821282401091410,0.0,0.0,0.0
2021-03-01,2021,3,17,2,11,0,22,0,9,0,19,0,12,2,1,3,1,2,1,0,2,0,93,93,104,3285,0.005175038051750380,0.0006088280060882800,0.0033485540334855400,0.0,0.006697108066971080,0.0,0.0027397260273972600,0.0,0.00578386605783866,0.0,0.0036529680365296800,0.0006088280060882800,0.00030441400304414000,0.0009132420091324200,0.00030441400304414000,0.0006088280060882800,0.00030441400304414000,0.0,0.0006088280060882800,0.0
2021-04-01,2021,4,10,6,5,0,18,0,5,1,15,1,13,1,0,0,5,2,2,0,0,0,77,77,84,2993,0.003341129301703980,0.0020046775810223900,0.001670564650851990,0.0,0.006014032743067160,0.0,0.001670564650851990,0.0003341129301703980,0.005011693952555960,0.0003341129301703980,0.004343468092215170,0.0003341129301703980,0.0,0.0,0.001670564650851990,0.0006682258603407950,0.0006682258603407950,0.0,0.0,0.0
2021-05-01,2021,5,8,5,8,0,28,0,5,2,17,0,14,3,2,2,5,3,3,0,0,0,91,91,105,3560,0.0022471910112359600,0.0014044943820224700,0.0022471910112359600,0.0,0.007865168539325840,0.0,0.0014044943820224700,0.0005617977528089890,0.0047752808988764000,0.0,0.003932584269662920,0.0008426966292134830,0.0005617977528089890,0.0005617977528089890,0.0014044943820224700,0.0008426966292134830,0.0008426966292134830,0.0,0.0,0.0
2021-06-01,2021,6,3,1,7,0,21,0,4,1,18,0,14,4,0,1,0,0,3,0,0,0,72,72,77,3511,0.000854457419538593,0.0002848191398461980,0.0019937339789233800,0.0,0.005981201936770150,0.0,0.0011392765593847900,0.0002848191398461980,0.005126744517231560,0.0,0.003987467957846770,0.0011392765593847900,0.0,0.0002848191398461980,0.0,0.0,0.000854457419538593,0.0,0.0,0.0
2021-07-01,2021,7,16,3,3,0,26,0,9,0,13,1,10,10,0,0,0,3,3,0,0,0,85,85,97,3484,0.004592422502870260,0.0008610792192881750,0.0008610792192881750,0.0,0.007462686567164180,0.0,0.0025832376578645200,0.0,0.0037313432835820900,0.0002870264064293920,0.0028702640642939200,0.0028702640642939200,0.0,0.0,0.0,0.0008610792192881750,0.0008610792192881750,0.0,0.0,0.0
2021-08-01,2021,8,14,0,7,0,15,0,12,1,16,0,16,12,0,0,0,0,1,0,0,1,79,79,95,3398,0.004120070629782230,0.0,0.0020600353148911100,0.0,0.0044143613890523800,0.0,0.003531489111241910,0.0002942907592701590,0.004708652148322540,0.0,0.004708652148322540,0.003531489111241910,0.0,0.0,0.0,0.0,0.0002942907592701590,0.0,0.0,0.0002942907592701590
2021-09-01,2021,9,16,3,7,0,15,0,7,3,10,0,9,2,0,0,1,0,1,0,0,0,71,71,74,3817,0.004191773644223210,0.0007859575582918520,0.0018339009693476600,0.0,0.0039297877914592600,0.0,0.0018339009693476600,0.0007859575582918520,0.0026198585276395100,0.0,0.002357872674875560,0.0005239717055279020,0.0,0.0,0.00026198585276395100,0.0,0.00026198585276395100,0.0,0.0,0.0
2021-10-01,2021,10,7,5,4,0,39,0,3,2,13,0,7,1,0,1,2,0,6,0,0,0,83,83,90,3557,0.001967950520101210,0.0014056789429294300,0.001124543154343550,0.0,0.010964295754849600,0.0,0.0008434073657576610,0.000562271577171774,0.003654765251616530,0.0,0.001967950520101210,0.000281135788585887,0.0,0.000281135788585887,0.000562271577171774,0.0,0.0016868147315153200,0.0,0.0,0.0
2021-11-01,2021,11,10,7,12,0,46,0,7,0,15,1,18,10,0,0,0,3,5,0,0,0,111,111,134,3559,0.0028097780275358200,0.001966844619275080,0.0033717336330429900,0.0,0.012924978926664800,0.0,0.001966844619275080,0.0,0.004214667041303740,0.0002809778027535830,0.005057600449564480,0.0028097780275358200,0.0,0.0,0.0,0.0008429334082607470,0.0014048890137679100,0.0,0.0,0.0
2021-12-01,2021,12,10,1,5,0,22,0,5,0,15,0,8,2,1,0,0,2,3,0,0,0,67,67,74,3774,0.002649708532061470,0.00026497085320614700,0.0013248542660307400,0.0,0.005829358770535240,0.0,0.0013248542660307400,0.0,0.00397456279809221,0.0,0.0021197668256491800,0.0005299417064122950,0.00026497085320614700,0.0,0.0,0.0005299417064122950,0.000794912559618442,0.0,0.0,0.0
2022-01-01,2022,1,10,1,5,0,17,0,4,0,12,0,6,8,1,0,1,0,2,0,0,0,62,62,67,3108,0.0032175032175032200,0.00032175032175032200,0.0016087516087516100,0.0,0.0054697554697554700,0.0,0.001287001287001290,0.0,0.003861003861003860,0.0,0.0019305019305019300,0.002574002574002570,0.00032175032175032200,0.0,0.00032175032175032200,0.0,0.0006435006435006440,0.0,0.0,0.0
2022-02-01,2022,2,6,0,6,0,12,0,4,2,25,0,6,18,0,0,0,0,3,0,0,0,73,73,82,2989,0.0020073603211776500,0.0,0.0020073603211776500,0.0,0.004014720642355300,0.0,0.0013382402141184300,0.0006691201070592170,0.008364001338240220,0.0,0.0020073603211776500,0.006022080963532950,0.0,0.0,0.0,0.0,0.0010036801605888300,0.0,0.0,0.0
2022-03-01,2022,3,21,0,11,0,18,0,7,0,10,0,10,19,0,0,0,2,2,0,0,0,93,93,100,3228,0.006505576208178440,0.0,0.0034076827757125200,0.0,0.0055762081784386600,0.0,0.0021685254027261500,0.0,0.0030978934324659200,0.0,0.0030978934324659200,0.005885997521685250,0.0,0.0,0.0,0.0006195786864931850,0.0006195786864931850,0.0,0.0,0.0
2022-04-01,2022,4,8,0,4,0,13,0,12,0,12,1,7,6,0,0,1,1,3,0,0,0,65,65,68,2932,0.002728512960436560,0.0,0.001364256480218280,0.0,0.004433833560709410,0.0,0.004092769440654840,0.0,0.004092769440654840,0.00034106412005457000,0.0023874488403819900,0.0020463847203274200,0.0,0.0,0.00034106412005457000,0.00034106412005457000,0.0010231923601637100,0.0,0.0,0.0
2022-05-01,2022,5,4,5,7,0,20,0,4,0,11,0,9,4,0,1,3,1,2,0,0,0,62,62,71,2839,0.0014089468122578400,0.0017611835153223000,0.0024656569214512200,0.0,0.007044734061289190,0.0,0.0014089468122578400,0.0,0.0038746037337090500,0.0,0.0031701303275801300,0.0014089468122578400,0.0,0.0003522367030644590,0.0010567101091933800,0.0003522367030644590,0.0007044734061289190,0.0,0.0,0.0
2022-06-01,2022,6,12,3,7,0,19,0,8,0,11,1,8,4,0,1,1,1,2,0,0,0,71,71,78,3214,0.00373366521468575,0.0009334163036714380,0.0021779713752333500,0.0,0.005911636589919100,0.0,0.002489110143123830,0.0,0.003422526446795270,0.00031113876789047900,0.002489110143123830,0.0012445550715619200,0.0,0.00031113876789047900,0.00031113876789047900,0.00031113876789047900,0.0006222775357809580,0.0,0.0,0.0
